Variable,Value,AXIAL [m]
y_H2_VU,-3.14E-08,0.01
y_H2_VU,-4.13E-09,0.015
y_H2_VU,2.92E-10,0.02
y_H2_VU,-1.35E-08,0.025
y_H2_VU,1.86E-09,0.03
y_H2_VU,-1.53E-08,0.035
y_H2_VU,-6.39E-10,0.04
y_H2_VU,-1.38E-08,0.045
y_H2_VU,-4.20E-09,0.05
y_H2_VU,-9.62E-09,0.055
y_H2_VU,-1.18E-08,0.06
y_H2_VU,-7.63E-10,0.065
y_H2_VU,-1.94E-08,0.07
y_H2_VU,5.17E-09,0.075
y_H2_VU,-2.09E-08,0.08
y_H2_VU,6.56E-09,0.085
y_H2_VU,-1.93E-08,0.09
y_H2_VU,6.93E-09,0.095
y_H2_VU,-1.69E-08,0.1
y_H2_VU,5.31E-09,0.105
y_H2_VU,-1.16E-08,0.11
y_H2_VU,-6.97E-11,0.115
y_H2_VU,-3.99E-09,0.12
y_H2_VU,-6.53E-09,0.125
y_H2_VU,2.12E-09,0.13
y_H2_VU,-1.04E-08,0.135
y_H2_VU,4.55E-09,0.14
y_H2_VU,-1.09E-08,0.145
y_H2_VU,4.02E-09,0.15
y_H2_VU,-9.11E-09,0.155
y_H2_VU,2.04E-09,0.16
y_H2_VU,-6.28E-09,0.165
y_H2_VU,-7.05E-11,0.17
y_H2_VU,-3.59E-09,0.175
y_H2_VU,-1.35E-09,0.18
y_H2_VU,-1.80E-09,0.185
y_H2_VU,-1.55E-09,0.19
y_H2_VU,-9.49E-10,0.195
y_H2_VU,-1.09E-09,0.2
y_H2_VU,-5.51E-10,0.205
y_H2_VU,-5.35E-10,0.21
y_H2_VU,-2.13E-10,0.215
y_H2_VU,-1.48E-10,0.22
y_H2_VU,1.39E-10,0.225
y_H2_VU,1.15E-10,0.23
y_H2_VU,4.06E-10,0.235
y_H2_VU,3.47E-10,0.24
y_H2_VU,5.33E-10,0.245
y_H2_VU,5.33E-10,0.25
y_H2_VU,5.70E-10,0.255
y_H2_VU,6.11E-10,0.26
y_H2_VU,5.75E-10,0.265
y_H2_VU,5.76E-10,0.27
y_H2_VU,5.47E-10,0.275
y_H2_VU,4.92E-10,0.28
y_H2_VU,4.66E-10,0.285
y_H2_VU,4.01E-10,0.29
y_H2_VU,3.52E-10,0.295
y_H2_VU,3.03E-10,0.3
y_H2_VU,2.41E-10,0.305
y_H2_VU,1.99E-10,0.31
y_H2_VU,1.48E-10,0.315
y_H2_VU,1.06E-10,0.32
y_H2_VU,7.36E-11,0.325
y_H2_VU,3.91E-11,0.33
y_H2_VU,2.12E-11,0.335
y_H2_VU,-2.08E-12,0.34
y_H2_VU,-9.27E-12,0.345
y_H2_VU,-2.07E-11,0.35
y_H2_VU,-2.23E-11,0.355
y_H2_VU,-2.29E-11,0.36
y_H2_VU,-2.26E-11,0.365
y_H2_VU,-1.74E-11,0.37
y_H2_VU,-1.50E-11,0.375
y_H2_VU,-1.01E-11,0.38
y_H2_VU,-6.13E-12,0.385
y_H2_VU,-3.13E-12,0.39
y_H2_VU,-3.11E-13,0.395
y_H2_VU,2.00E-12,0.4
y_H2_VU,2.52E-12,0.405
y_H2_VU,3.98E-12,0.41
y_H2_VU,3.92E-12,0.415
y_H2_VU,3.64E-12,0.42
y_H2_VU,4.01E-12,0.425
y_H2_VU,3.21E-12,0.43
y_H2_VU,2.92E-12,0.435
y_H2_VU,2.94E-12,0.44
y_H2_VU,2.32E-12,0.445
y_H2_VU,2.14E-12,0.45
y_H2_VU,2.18E-12,0.455
y_H2_VU,1.88E-12,0.46
y_H2_VU,1.66E-12,0.465
y_H2_VU,1.59E-12,0.47
y_H2_VU,1.53E-12,0.475
y_H2_VU,1.45E-12,0.48
y_H2_VU,1.39E-12,0.485
y_H2_VU,1.35E-12,0.49
y_H2_VU,1.33E-12,0.495
y_H2_VU,1.33E-12,0.5
